Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
110	21	0	2.75	101658.583	101616.252	101573.896	101658.583	83.6877871	20.6960048	0	0	5.73899	0	0	3
111	21	0	2.775	101662.272	101620.46	101578.221	101662.272	83.7544457	20.757453	0	0	5.73898	0	0	3
112	21	0	2.8	101666.507	101624.664	101582.302	101666.507	83.8114363	20.8174042	0	0	5.73898	0	0	3
113	21	0	2.825	101670.343	101628.857	101586.603	101670.343	83.7402264	20.8756987	0	0	5.73898	0	0	3
114	21	0	2.85	101674.377	101633.037	101590.798	101674.377	83.5796486	20.9324649	0	0	5.73896	0	0	3
115	22	0	2.875	101678.802	101637.227	101595.122	101678.802	83.6802168	20.9881596	0	0	5.73897	0	0	3
116	22	0	2.9	101682.863	101641.405	101599.317	101682.863	83.545352	21.0416478	0	0	5.73897	0	0	3
117	22	0	2.925	101686.883	101645.575	101603.285	101686.883	83.5980116	21.0932187	0	0	5.73897	0	0	3
118	22	0	2.95	101691.09	101649.756	101607.747	101691.09	83.3438206	21.1431252	0	0	5.73897	0	0	3
119	22	0	2.975	101694.893	101653.906	101611.941	101694.893	82.9518379	21.1909432	0	0	5.73896	0	0	3
120	22	0	3	101699.464	101658.074	101615.935	101699.464	83.5289136	21.2391264	0	0	5.73898	0	0	3
121	23	0	3.025	101703.423	101662.24	101620.13	101703.423	83.2927126	21.2853893	0	0	5.73898	0	0	3
122	23	0	3.05	101707.375	101666.395	101624.621	101707.375	82.7539073	21.3302813	0	0	5.73898	0	0	3
123	23	0	3.075	101711.635	101670.538	101628.846	101711.635	82.7891137	21.3748296	0	0	5.73897	0	0	3
124	23	0	3.1	101716.002	101674.688	101633.104	101716.002	82.8978142	21.4178425	0	0	5.73897	0	0	3
125	24	0	3.125	101720.144	101678.833	101637.612	101720.144	82.5322453	21.459986	0	0	5.73897	0	0	3
